"","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"612",40,"Male","United States","TN","No","No","No","NA","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","No","Yes","No","No","Don't know","No"
"613",33,"Female","United States","TX","Yes","No","No","Never","44201","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","No"
"614",24,"Female","United States","TN","No","Yes","No","Sometimes","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"615",38,"Female","United States","OR","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"616",31,"Male","United States","SD","No","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","Yes","No"
"617",26,"Female","United States","NY","No","No","No","NA","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"618",46,"Trans","United States","CT","No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","No","Yes"
"619",30,"Male","United States","CA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"620",25,"Male","United States","NA","No","No","No","Rarely","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Yes","Don't know","Yes"
"621",30,"Female","United States","GA","No","Yes","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","No","Yes"
"622",32,"Male","United States","TN","No","No","No","Never","44372","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No"
"623",37,"Male","United States","IN","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"624",42,"Male","United States","CA","No","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"625",25,"Female","United States","OR","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","No","Yes","No"
"626",19,"Male","United States","IN","No","No","No","Sometimes","44201","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"627",40,"Female","United States","GA","No","Yes","No","Never","100-500","Yes","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"628",34,"Male","United States","IN","No","No","No","NA","More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No"
"629",26,"Male","United States","MN","No","Yes","No","NA","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"630",31,"Male","United States","MN","No","Yes","Yes","Rarely","44372","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"631",40,"Male","United States","NC","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No"
"632",31,"Female","United States","FL","No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Yes","No","Yes"
"633",36,"Male","United States","MN","No","No","No","Never","100-500","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","Yes"
"634",44,"Male","United States","MO","No","No","No","NA","More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No"
"635",34,"Female","United States","CA","No","No","No","Sometimes","44201","No","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"636",35,"Male","United States","OR","No","No","No","NA","44372","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"637",28,"Female","United States","OH","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","No","No"
"638",33,"Male","United States","NY","No","No","No","NA","44372","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"639",40,"Male","United States","WI","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"640",26,"Male","United States","WA","No","No","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"641",41,"Male","United States","IL","Yes","No","Yes","Often","44201","Yes","No","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Some of them","No","No","Yes","Yes"
"642",26,"Female","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","Yes"
"643",23,"Female","United States","IL","No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","No","No"
"644",36,"Male","United States","FL","No","No","No","Never","44201","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No"
"645",42,"Male","United States","TN","No","No","No","Rarely","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No"
"646",39,"Male","United States","WA","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"647",27,"Male","United States","CA","No","No","No","Never","44372","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"648",33,"Male","United States","FL","Yes","No","No","Never","44372","Yes","Yes","Don't know","No","No","No","No","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"649",28,"Female","United States","OR","No","No","Yes","Rarely","44372","No","Yes","Yes","Yes","Don't know","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Yes","Don't know","No"
"650",29,"Female","United States","NJ","No","No","Yes","Often","More than 1000","Yes","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
"651",27,"Male","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very difficult","Maybe","No","Some of them","No","No","Maybe","No","No"
"652",44,"Male","United States","FL","Yes","No","No","Never","44201","Yes","Yes","Don't know","No","No","No","Yes","Somewhat difficult","No","No","No","No","No","No","Don't know","No"
"653",25,"Male","United States","UT","No","No","Yes","Often","44372","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"654",34,"Male","United States","NJ","No","No","No","Never","44372","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","No"
"655",26,"Male","United States","PA","No","No","No","Never","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","Yes","No","No","Don't know","No"
"656",48,"Male","United States","IN","No","No","No","Never","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"657",39,"Female","United States","OH","No","No","Yes","Sometimes","44372","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","No"
"658",43,"Male","United States","OH","No","No","No","Sometimes","More than 1000","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"659",41,"Male","United States","IL","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","No","Yes","Yes"
"660",25,"Male","United States","IN","No","No","No","Never","More than 1000","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"661",31,"Male","United States","CA","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No"
"662",40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","No","No","No","Maybe","No","Yes"
"663",43,"Male","United States","VA","Yes","Yes","Yes","Sometimes","44201","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No"
"664",27,"Female","United States","WA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes"
"665",37,"Female","United States","NJ","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No"
"666",25,"Male","United States","UT","No","Yes","Yes","Often","44201","No","Yes","No","Yes","No","No","Yes","Very easy","Maybe","No","Yes","Yes","No","Maybe","No","No"
"667",30,"Female","United States","TN","No","Yes","Yes","Often","More than 1000","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","No","Maybe","No","No"
"668",38,"Male","United States","IN","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","Yes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No"
"669",32,"Male","United States","IN","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
"670",28,"Female","United States","CA","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No"
"671",11,"Male","United States","OH","Yes","No","No","Never","44201","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No"
"672",43,"Male","United States","TX","No","Yes","No","Never","100-500","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"673",32,"Male","United States","TN","No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","Yes","No","Yes","No","No"
"674",25,"Male","United States","WA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Don't know","Yes","Don't know","Yes","No","No","No","No","No","Yes","No"
"675",37,"Male","United States","UT","No","No","Yes","Sometimes","100-500","No","Yes","Yes","No","No","Yes","Yes","Very easy","No","No","No","Yes","No","No","Yes","No"
"676",36,"Male","United States","AL","Yes","No","Yes","Sometimes","44201","No","No","No","Yes","No","No","No","Very difficult","No","No","No","No","No","No","No","Yes"
"677",24,"Male","United States","WI","No","Yes","Yes","Rarely","44372","Yes","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"678",40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"679",29,"Male","United States","WI","No","No","No","NA","More than 1000","No","No","Don't know","Not sure","Yes","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
"680",43,"Male","United States","NY","No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Some of them","No","No","Yes","No"
"681",29,"Male","United States","NY","No","No","No","NA","44372","Yes","Yes","Yes","Not sure","No","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No"
"682",26,"Male","United States","OH","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"683",35,"Female","United States","WA","No","Yes","No","Sometimes","44372","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Yes","Some of them","No","No","Yes","No"
"684",45,"Male","United States","CA","No","No","No","Never","44372","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No"
"685",25,"Male","United States","SC","No","No","Yes","Rarely","44372","Yes","Yes","No","Yes","No","Don't know","Don't know","Somewhat easy","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"686",33,"Female","United States","CA","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"687",25,"Male","United States","MN","No","Yes","Yes","Sometimes","44201","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"688",40,"Male","United States","WA","No","No","No","NA","More than 1000","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No"
"689",46,"Male","United States","PA","No","Yes","Yes","Sometimes","44372","No","Yes","Don't know","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No"
"690",38,"Male","United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","No","Yes","No","Yes","Don't know","No"
"691",34,"Male","United States","VT","No","No","No","Never","44201","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No"
"692",45,"Female","United States","MI","No","No","Yes","Rarely","26-100","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No"
"693",35,"Male","United States","NY","No","No","No","NA","44372","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","No","No","No","Yes","No"
"694",20,"Female","United States","NY","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"695",NA,"Trans","United States","AL","Yes","Yes","Yes","Often","44201","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"696",28,"Male","United States","MI","No","No","No","NA","More than 1000","No","No","Yes","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No"
"697",42,"Female","United States","WA","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","No"
"698",36,"Female","United States","TN","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","No","No","No","Don't know","No"
"699",26,"Female","United States","NY","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"700",35,"Male","United States","IN","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","No","Yes","Don't know","Somewhat easy","Yes","No","No","Some of them","No","Yes","Don't know","No"
"701",32,"Male","United States","NC","No","No","No","Rarely","44372","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No"
"702",32,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","Yes"
"703",39,"Male","United States","TN","No","Yes","Yes","Often","26-100","No","No","Don't know","Not sure","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No"
"704",30,"Male","United States","MN","No","Yes","Yes","Rarely","44372","No","Yes","No","Yes","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No"
"705",29,"Male","United States","NC","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No"
"706",26,"Male","United States","TX","No","Yes","Yes","Sometimes","44372","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"707",46,"Female","United States","CA","No","No","Yes","Often","100-500","Yes","No","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"708",32,"Male","United States","CA","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Maybe","No","Yes","Yes","No","No","Don't know","No"
"709",29,"Male","United States","IL","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"710",32,"Female","United States","PA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No"
"711",29,"Male","United States","IL","No","No","No","NA","More than 1000","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","No","No"
"712",30,"Male","United States","IL","No","No","No","NA","More than 1000","No","No","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No"
"713",40,"Female","United States","MN","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","Yes"
"714",38,"Male","United States","NY","No","Yes","No","NA","44372","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","No","Don't know","Yes"
"715",26,"Female","United States","MI","No","Yes","Y","Rarely","100-500","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No"
"716",29,"Male","United States","OH","No","No","No","Never","26-100","No","Yes","No","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Yes","No","Yes"
"717",32,"Female","United States","NY","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","Maybe","Some of them","No","No","No","No","No"
"718",38,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","No","Yes"
"719",72,"Female","United States","IN","No","Yes","Yes","Never","500-1000","Yes","No","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","No","Don't know","Yes"
"720",35,"Female","United States","IN","No","Yes","Yes","Sometimes","44201","Yes","Yes","No","No","No","No","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No"
"721",28,"Female","United States","VA","No","No","Yes","Often","44372","No","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No"
"722",27,"Female","United States","OK","No","No","No","Never","100-500","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"723",56,"Female","United States","OR","Yes","No","No","Rarely","44201","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No"
"724",38,"Male","United States","AL","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"725",40,"Male","United States","AL","No","Yes","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","No","Yes","No"
"726",44,"Male","United States","OH","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No"
"727",23,"Male","United States","TX","No","No","Yes","Sometimes","44201","No","Yes","No","Yes","No","No","No","Very easy","Maybe","Maybe","Some of them","Yes","No","No","No","No"
"728",33,"Male","United States","FL","No","No","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"729",38,"Male","United States","TX","No","No","Yes","Sometimes","More than 1000","Yes","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Don't know","No"
"730",46,"Male","United States","CA","No","Yes","Yes","Often","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No"
"731",46,"Male","United States","MD","No","Yes","Yes","Sometimes","100-500","-","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Yes","Yes","Don't know","No"
"732",25,"Male","United States","MN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Yes","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","Don't know","No"
"733",60,"Male","United States","CA","No","No","Yes","Often","More than 1000","Yes","Yes","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No"
"734",NA,"Male","United States","TN","No","Yes","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","Some of them","Yes","No","No","No","Yes"
"735",43,"Female","United States","FL","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"736",32,"Male","United States","OR","No","No","No","Never","100-500","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","No","No","Some of them","Maybe","Yes","Don't know","No"
"737",41,"Female","United States","WA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","Maybe","2","No","No","No","Don't know","No"
"738",30,"Male","United States","CA","No","Yes","-","Sometimes","26-100","No","Yes","Yes","Yes","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"739",30,"Male","United States","CA","Yes","Yes","Yes","Often","26-100","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"740",29,"Male","United States","NC","No","Yes","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","Yes","No","Yes","Don't know","Yes","No","3","No","No","Maybe","No","No"
"741",32,"Male","United States","IL","No","Yes","Yes","Often","26-100","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","No","No","Some of them","Yes","No","No","Yes","No"
"742",34,"Male","United States","CA","No","Yes","NA","Sometimes","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Yes","2","No","No","No","No","No"
"743",46,"Female","United States","NC","No","No","No","NA","100-500","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Yes","No","No","No","No","No","No","No"
"744",25,"Male","United States","IL","No","Yes","Yes","Sometimes","26-100","No","No","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"745",28,"Female","United States","Texas","No","No","Yes","Rarely","44372","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","No","No","No","Yes"
